,question,course,document
2332,Who provided the information on avoiding Value errors with array shapes?,machine-learning-zoomcamp,96076a1a
2333,How do I handle NaN values in a column?,machine-learning-zoomcamp,3218389a
2334,Why should we keep rows with NaN values?,machine-learning-zoomcamp,3218389a
2335,What is meant by 'imputing' in machine learning?,machine-learning-zoomcamp,3218389a
2336,What needs to be done before replacing NaN values?,machine-learning-zoomcamp,3218389a
2337,Why replace NaN values with the column average?,machine-learning-zoomcamp,3218389a
2338,What is the mathematical formula for linear regression mentioned in Question 7?,machine-learning-zoomcamp,183a1c90
2339,How can I solve the initial problem involving a Matrix X in linear regression?,machine-learning-zoomcamp,183a1c90
2340,What additional reading is recommended for understanding ordinary least squares?,machine-learning-zoomcamp,183a1c90
2341,Where can I find more resources about multiple linear regression in matrix form?,machine-learning-zoomcamp,183a1c90
2342,Who added the information about the mathematical formula for linear regression?,machine-learning-zoomcamp,183a1c90
2343,Why does the final multiplication not have 5 columns in section 1?,machine-learning-zoomcamp,f0bc1c19
2344,What likely caused the issue with the final multiplication missing columns?,machine-learning-zoomcamp,f0bc1c19
2345,Can interchanging the first step of multiplication cause errors?,machine-learning-zoomcamp,f0bc1c19
2346,Who added the note about the multiplication step error?,machine-learning-zoomcamp,f0bc1c19
2347,What should I check if my final multiplication is incorrect in the first section?,machine-learning-zoomcamp,f0bc1c19
2348,"When performing matrix-matrix multiplication in Python, which operator is preferred?",machine-learning-zoomcamp,735e6c78
2349,How can matrix-vector multiplication be written in some sources?,machine-learning-zoomcamp,735e6c78
2350,What operator does the * symbol perform in numpy?,machine-learning-zoomcamp,735e6c78
2351,What functions can be used for scalar multiplication in numpy?,machine-learning-zoomcamp,735e6c78
2352,Who provided the information about multiplication operators?,machine-learning-zoomcamp,735e6c78
2353,What should I do if I encounter an ImportError when launching a new Jupyter notebook in a new environment?,machine-learning-zoomcamp,b8ca1cd3
2354,How can I resolve an error related to 'contextfilter' from 'jinja2' when starting a Jupyter notebook?,machine-learning-zoomcamp,b8ca1cd3
2355,What command should I run to fix the ImportError involving 'contextfilter' from 'jinja2'?,machine-learning-zoomcamp,b8ca1cd3
2356,Who added the solution for ImportError issues when launching Jupyter notebooks?,machine-learning-zoomcamp,b8ca1cd3
2357,Which package do I need to upgrade to solve the 'contextfilter' ImportError in Jupyter notebook?,machine-learning-zoomcamp,b8ca1cd3
2358,How do I fix wget hanging on MacOS Ventura M1?,machine-learning-zoomcamp,efdb235f
2359,What should I do if wget shows IPv6 addresses and hangs?,machine-learning-zoomcamp,efdb235f
2360,How do I configure IPv6 settings on MacOS Ventura M1?,machine-learning-zoomcamp,efdb235f
2361,Where can I find the option to set IPv6 to Manually on MacOS Ventura?,machine-learning-zoomcamp,efdb235f
2362,Is there a network setting adjustment for wget issues on MacOS M1?,machine-learning-zoomcamp,efdb235f
2363,What alternative can I use to Wget if I am using macOS?,machine-learning-zoomcamp,355348f0
2364,Can you provide an example of using curl to download a file on macOS?,machine-learning-zoomcamp,355348f0
2365,What does the -o option do in the curl command?,machine-learning-zoomcamp,355348f0
2366,How do you specify the name of the file when using curl on macOS?,machine-learning-zoomcamp,355348f0
2367,Where can I find more information about using curl?,machine-learning-zoomcamp,355348f0
2368,What function can I use to limit a number of decimal places?,machine-learning-zoomcamp,67afabf5
2369,How can I round a number to 4 decimal places in Python?,machine-learning-zoomcamp,67afabf5
2370,Can you demonstrate using f-strings to format a number to 3 decimal places?,machine-learning-zoomcamp,67afabf5
2371,Is there a function to round an entire Series in pandas?,machine-learning-zoomcamp,67afabf5
2372,Where can I find more information about rounding values in pandas Series?,machine-learning-zoomcamp,67afabf5
2373,Where can I ask questions for the Live Sessions for Week 2?,machine-learning-zoomcamp,50d737e7
2374,What is the start date for Week 2 of the Machine Learning for Regression course?,machine-learning-zoomcamp,50d737e7
2375,Where can I find the Week 2 homework for the course?,machine-learning-zoomcamp,50d737e7
2376,How can I submit the Week 2 homework?,machine-learning-zoomcamp,50d737e7
2377,Where can I check the calendar for the weekly meetings?,machine-learning-zoomcamp,50d737e7
2378,How can we visualize the distribution of the median_house_value in the housing dataset?,machine-learning-zoomcamp,bbc0fca3
2379,What is a method to check the skewness of the median_house_value variable from the dataset?,machine-learning-zoomcamp,bbc0fca3
2380,Which Python libraries are needed to generate a histogram for the median_house_value?,machine-learning-zoomcamp,bbc0fca3
2381,"What does the command sns.histplot(df['median_house_value'], kde=False) do?",machine-learning-zoomcamp,bbc0fca3
2382,Why is checking the distribution or skewness important in machine learning for regression?,machine-learning-zoomcamp,bbc0fca3
2383,Why might I encounter a LinAlgError: Singular matrix error while following course videos?,machine-learning-zoomcamp,6f3bdd20
2384,Will the Regularization video explain the LinAlgError: Singular matrix issue?,machine-learning-zoomcamp,6f3bdd20
2385,Is it normal to get a Singular Matrix error when following the course?,machine-learning-zoomcamp,6f3bdd20
2386,Can performing the inverse of X twice in my code cause a LinAlgError?,machine-learning-zoomcamp,6f3bdd20
2387,Who provided the additional information regarding the Singular Matrix error?,machine-learning-zoomcamp,6f3bdd20
2388,What dataset is used for regression in the course?,machine-learning-zoomcamp,27c2d90a
2389,Where can I find information about the California housing dataset?,machine-learning-zoomcamp,27c2d90a
2390,Do you provide details on the datasets used in Section 2?,machine-learning-zoomcamp,27c2d90a
2391,Is there a link to learn more about the California housing dataset?,machine-learning-zoomcamp,27c2d90a
2392,How can I access the description for the dataset in Machine Learning for Regression?,machine-learning-zoomcamp,27c2d90a
2393,Why did I get NaNs after applying .mean() when using for loops to calculate RMSE?,machine-learning-zoomcamp,88e9600a
2394,How did you identify the cause of NaNs in your RMSE calculation?,machine-learning-zoomcamp,88e9600a
2395,What was the issue with the data that led to NaNs in the RMSE function?,machine-learning-zoomcamp,88e9600a
2396,What step resolved the problem of getting NaNs in the RMSE calculation?,machine-learning-zoomcamp,88e9600a
2397,"Why did you need to apply fillna(0) on all datasets, including train, val, and test?",machine-learning-zoomcamp,88e9600a
2398,Why should we transform the target variable to logarithm distribution?,machine-learning-zoomcamp,d59d8df7
2399,Do we transform the target variable to logarithm distribution for all machine learning projects?,machine-learning-zoomcamp,d59d8df7
2400,When should we transform the target variable?,machine-learning-zoomcamp,d59d8df7
2401,How can we evaluate if the target variable is highly skewed?,machine-learning-zoomcamp,d59d8df7
2402,Why is it important to understand the skewness of the target variable?,machine-learning-zoomcamp,d59d8df7
2403,How can I read a dataset directly from GitHub into a pandas dataframe?,machine-learning-zoomcamp,0b3eaf92
2404,What method allows me to load data from a GitHub link into pandas?,machine-learning-zoomcamp,0b3eaf92
2405,Could you explain how to read data from a GitHub URL using pandas?,machine-learning-zoomcamp,0b3eaf92
2406,What is the code to import a dataset from a GitHub link into a pandas dataframe?,machine-learning-zoomcamp,0b3eaf92
2407,How do I fetch data from a GitHub repository into a pandas dataframe?,machine-learning-zoomcamp,0b3eaf92
2408,How can I load the dataset directly into Kaggle Notebooks?,machine-learning-zoomcamp,8fe56032
2409,What command do I need to use to download the dataset to Kaggle Notebooks?,machine-learning-zoomcamp,8fe56032
2410,Is there a specific symbol I need to use before the wget command?,machine-learning-zoomcamp,8fe56032
2411,"After downloading, how do I read the dataset in a Kaggle Notebook?",machine-learning-zoomcamp,8fe56032
2412,Who provided the instructions for loading the dataset in Kaggle Notebooks?,machine-learning-zoomcamp,8fe56032
2413,How can I filter a dataset by specific values in a column?,machine-learning-zoomcamp,af833e0a
2414,What are the symbols used for 'OR' and 'AND' operations when filtering a dataset?,machine-learning-zoomcamp,af833e0a
2415,Is there an alternative method to filter a dataset by specific column values?,machine-learning-zoomcamp,af833e0a
2416,Can you provide an example of filtering a dataset using multiple conditions?,machine-learning-zoomcamp,af833e0a
2417,What does the isin() method do in the context of filtering a dataset?,machine-learning-zoomcamp,af833e0a
2418,What is an alternative way to load the data using the requests library?,machine-learning-zoomcamp,8d209d6d
2419,How can I directly download the dataset from GitHub without using pandas?,machine-learning-zoomcamp,8d209d6d
2420,Could you share a method to fetch data for homework using the requests library?,machine-learning-zoomcamp,8d209d6d
2421,What should I do if the status code is 200 when downloading data with requests?,machine-learning-zoomcamp,8d209d6d
2422,What does the code using the requests library do if the file download fails?,machine-learning-zoomcamp,8d209d6d
2423,Why do I still see a null column after applying .fillna()?,machine-learning-zoomcamp,0bc4c3da
2424,How can I ensure that my dataframe copy does not reference the original variable?,machine-learning-zoomcamp,0bc4c3da
2425,What is the difference between a shallow copy and a deep copy in pandas?,machine-learning-zoomcamp,0bc4c3da
2426,How do I create a deep copy of a dataframe in pandas?,machine-learning-zoomcamp,0bc4c3da
2427,Why does making a duplicate dataframe using assignment still link to the original?,machine-learning-zoomcamp,0bc4c3da
2428,Is it allowed to use train_test_split from Scikit-Learn this week?,machine-learning-zoomcamp,c0ee2665
2429,Can we implement train_test_split ourselves this week?,machine-learning-zoomcamp,c0ee2665
2430,Are we supposed to use Scikit-Learn’s train_test_split later in the course?,machine-learning-zoomcamp,c0ee2665
2431,Can I start using Scikit-Learn’s train_test_split now if I prefer?,machine-learning-zoomcamp,c0ee2665
2432,Will we rely on Scikit-Learn’s functions after this week?,machine-learning-zoomcamp,c0ee2665
2433,Can I utilize LinearRegression from Scikit-Learn for this week's assignment?,machine-learning-zoomcamp,3f60871d
2434,Will LinearRegression from Scikit-Learn be covered next week?,machine-learning-zoomcamp,3f60871d
2435,Should I be concerned about using LinearRegression from Scikit-Learn?,machine-learning-zoomcamp,3f60871d
2436,Is it appropriate to apply LinearRegression from Scikit-Learn for our tasks?,machine-learning-zoomcamp,3f60871d
2437,Will there be a detailed tutorial on LinearRegression from Scikit-Learn next week?,machine-learning-zoomcamp,3f60871d
2438,What are the Scikit-Learn functions for linear regression models covered in week 2?,machine-learning-zoomcamp,f30217a7
2439,What is the function in Scikit-Learn for linear regression without regularization?,machine-learning-zoomcamp,f30217a7
2440,Can you tell me the corresponding Scikit-Learn function for linear regression with regularization?,machine-learning-zoomcamp,f30217a7
2441,Where can I find explanations of Scikit-Learn's linear models used in week 2?,machine-learning-zoomcamp,f30217a7
2442,Who added the information about Scikit-Learn functions for the linear regression models?,machine-learning-zoomcamp,f30217a7
2443,"In the context of regularization, is the parameter `r` the same as `alpha` in sklearn.Ridge()?",machine-learning-zoomcamp,91fc573d
2444,Is `r` in `train_linear_regression_reg` equivalent to `alpha` in sklearn.Ridge() for regularization?,machine-learning-zoomcamp,91fc573d
2445,"What is the primary function of `r` in the lesson’s notebook regularization, and how does it differ from `alpha` in sklearn.Ridge()?",machine-learning-zoomcamp,91fc573d
2446,Can you explain how `r` in `train_linear_regression_reg` helps in regression and does it behave like `alpha` in sklearn.Ridge()?,machine-learning-zoomcamp,91fc573d
2447,How does the `train_linear_regression_reg` function in our lesson utilize `r` compared to the use of `alpha` in sklearn.Ridge()?,machine-learning-zoomcamp,91fc573d
2448,Why doesn't linear regression give a perfect fit in lesson 2.8 despite training on X_train?,machine-learning-zoomcamp,fe3139f6
2449,What happens if you try to fit all data points using a method like scipy.optimize.curve_fit?,machine-learning-zoomcamp,fe3139f6
2450,How does a linear model handle a single feature when trying to fit all data points?,machine-learning-zoomcamp,fe3139f6
2451,Why is y_pred different from y after training the model?,machine-learning-zoomcamp,fe3139f6
2452,What sign indicates that a model has overfitted the training data?,machine-learning-zoomcamp,fe3139f6
2453,Why do all my missing values end up in the training dataframe when using a random seed of 42?,machine-learning-zoomcamp,48aac030
2454,What is the purpose of using a seed value when splitting data for training and validation?,machine-learning-zoomcamp,48aac030
2455,"If I use a random seed value other than 42, what will happen to the distribution of missing values?",machine-learning-zoomcamp,48aac030
2456,Why is a random seed of 42 used in the homework to ensure consistent behavior among learners?,machine-learning-zoomcamp,48aac030
2457,How does changing the random seed value affect where missing values appear in the dataframes?,machine-learning-zoomcamp,48aac030
2458,Is it possible to shuffle the initial dataset using a pandas built-in function?,machine-learning-zoomcamp,28321bc2
2459,How can the complete dataset be shuffled using pandas?,machine-learning-zoomcamp,28321bc2
2460,What happens when frac is set to 1 in pandas.DataFrame.sample?,machine-learning-zoomcamp,28321bc2
2461,How do you ensure the randomization of a dataset is consistent with the course resources?,machine-learning-zoomcamp,28321bc2
2462,What are the commands for shuffling and resetting the index of a pandas DataFrame?,machine-learning-zoomcamp,28321bc2
2463,What if my homework answer doesn't match any of the given options?,machine-learning-zoomcamp,edb92d22
2464,Why might my result differ from the provided options?,machine-learning-zoomcamp,edb92d22
2465,How should I handle differing homework answers due to different environments?,machine-learning-zoomcamp,edb92d22
2466,What can cause discrepancies in my homework answers compared to the options?,machine-learning-zoomcamp,edb92d22
2467,What step should I take if my computed homework answer isn't listed in the options?,machine-learning-zoomcamp,edb92d22
2468,"What does ‘use the training only’ mean in homework 2, question 3 in section 2?",machine-learning-zoomcamp,f488ce85
2469,"When calculating the mean in HW02, question 3, should validation or test data sets be used?",machine-learning-zoomcamp,f488ce85
2470,"How can I compute the mean for the training data set as per HW02, question 3?",machine-learning-zoomcamp,f488ce85
2471,"What is an alternative method to get the mean for the training data set in homework 2, question 3 in section 2?",machine-learning-zoomcamp,f488ce85
2472,"Can you explain why validation or test data sets are excluded when calculating the mean in HW02, question 3?",machine-learning-zoomcamp,f488ce85
2473,When is it necessary to transform the target variable to a logarithmic distribution during regression?,machine-learning-zoomcamp,bf395099
2474,For which type of target variable distribution is np.log1p() most useful?,machine-learning-zoomcamp,bf395099
2475,What is a common example where transforming the target variable is beneficial?,machine-learning-zoomcamp,bf395099
2476,What should you be cautious of when applying np.log1p() to the target variable?,machine-learning-zoomcamp,bf395099
2477,Why might the np.log1p() method fail when applied to certain target variables?,machine-learning-zoomcamp,bf395099
2478,What causes a ValueError: shapes not aligned during arithmetic operations in machine learning?,machine-learning-zoomcamp,01cd3b35
2479,How can a ValueError related to different shapes or dimensions of arrays be resolved in a regression model?,machine-learning-zoomcamp,01cd3b35
2480,Can you explain a scenario where operands could not be broadcast together with shapes might occur?,machine-learning-zoomcamp,01cd3b35
2481,Is there an alternative to using dot() method to avoid ValueError when dealing with differently shaped arrays?,machine-learning-zoomcamp,01cd3b35
2482,What operation can replace dot() to fix alignment errors and still get the dot product?,machine-learning-zoomcamp,01cd3b35
2483,How can I copy a dataframe in such a way that the original dataframe remains unchanged?,machine-learning-zoomcamp,5551c92e
2484,What should I use if I want to create a deep copy of a dataframe?,machine-learning-zoomcamp,5551c92e
2485,What happens if I use X_copy = X instead of X.copy() to copy a dataframe?,machine-learning-zoomcamp,5551c92e
2486,Why do changes in X_copy affect X when using X_copy = X?,machine-learning-zoomcamp,5551c92e
2487,What does X.copy() do that X_copy = X does not?,machine-learning-zoomcamp,5551c92e
2488,"What is the impact of the long tail on the mean, median, and mode?",machine-learning-zoomcamp,94f928d2
2489,How does the normal distribution differ from a distribution with a long tail?,machine-learning-zoomcamp,94f928d2
2490,Why is the mean no longer representative in a long tail distribution?,machine-learning-zoomcamp,94f928d2
2491,What causes one side of the long tail distribution to have a different area?,machine-learning-zoomcamp,94f928d2
2492,How do high-value observations affect the distribution's range?,machine-learning-zoomcamp,94f928d2
2493,What does standard deviation measure in statistics?,machine-learning-zoomcamp,266faa6d
2494,What does a low standard deviation indicate about the values?,machine-learning-zoomcamp,266faa6d
2495,What does a high standard deviation indicate about the values?,machine-learning-zoomcamp,266faa6d
2496,Where do values tend to be if they have a low standard deviation?,machine-learning-zoomcamp,266faa6d
2497,What is another name for the mean in statistics?,machine-learning-zoomcamp,266faa6d
2498,Do we need to always use regularization techniques in machine learning?,machine-learning-zoomcamp,c21f99f5
2499,When should we consider using regularization in our models?,machine-learning-zoomcamp,c21f99f5
2500,Is there a scenario where regularization is not necessary?,machine-learning-zoomcamp,c21f99f5
2501,What factors determine if we should apply regularization?,machine-learning-zoomcamp,c21f99f5
2502,How do we decide if regularization is required for our data?,machine-learning-zoomcamp,c21f99f5
2503,Why is defining functions for regression useful?,machine-learning-zoomcamp,13702957
2504,What does prepare_df() function do in regression?,machine-learning-zoomcamp,13702957
2505,How can fillna() be handled effectively in regression?,machine-learning-zoomcamp,13702957
2506,What other functions can be reused in regression?,machine-learning-zoomcamp,13702957
2507,Who provided the advice on function usage in regression?,machine-learning-zoomcamp,13702957
2508,How do I find the standard deviation using pandas in the context of regression?,machine-learning-zoomcamp,7cd652c5
2509,What is the pandas method to calculate the standard deviation of a series?,machine-learning-zoomcamp,7cd652c5
2510,Can you illustrate using pandas to compute the standard deviation with a sample list?,machine-learning-zoomcamp,7cd652c5
2511,What steps are involved in finding the standard deviation of a list using pandas?,machine-learning-zoomcamp,7cd652c5
2512,Which pandas function directly computes the standard deviation from a series?,machine-learning-zoomcamp,7cd652c5
2513,What is the reason for differences in standard deviation between Numpy and Pandas?,machine-learning-zoomcamp,e1f93d10
2514,Which equation does Numpy use to compute standard deviation?,machine-learning-zoomcamp,e1f93d10
2515,How is the default standard deviation in Pandas computed?,machine-learning-zoomcamp,e1f93d10
2516,How can you change Numpy to use an unbiased estimator for standard deviation?,machine-learning-zoomcamp,e1f93d10
2517,What command would you use in Numpy to match Pandas’ default standard deviation computation?,machine-learning-zoomcamp,e1f93d10
2518,How do I calculate the standard deviation of a single column in pandas?,machine-learning-zoomcamp,36b9d1b7
2519,What pandas function is used to find the standard deviation?,machine-learning-zoomcamp,36b9d1b7
2520,Can I calculate the standard deviation for multiple columns simultaneously using pandas?,machine-learning-zoomcamp,36b9d1b7
2521,What is the syntax to find the standard deviation of 'column_1' and 'column_2' in pandas?,machine-learning-zoomcamp,36b9d1b7
2522,What does df['column_name'].std() return in pandas?,machine-learning-zoomcamp,36b9d1b7
2523,What library function is used to combine train and validation dataframes?,machine-learning-zoomcamp,3c8b32a1
2524,What is the function to combine two numpy arrays?,machine-learning-zoomcamp,3c8b32a1
2525,How can I merge two pandas dataframes?,machine-learning-zoomcamp,3c8b32a1
2526,What method should I use to combine y_train and y_val in numpy?,machine-learning-zoomcamp,3c8b32a1
2527,Where can I find the documentation for pandas.concat?,machine-learning-zoomcamp,3c8b32a1
2528,"What is RMSE, and why is it used in regression model evaluation?",machine-learning-zoomcamp,05fb3a16
2529,How does one calculate the RMSE score?,machine-learning-zoomcamp,05fb3a16
2530,Which libraries are necessary for computing RMSE?,machine-learning-zoomcamp,05fb3a16
2531,Can you detail the steps to calculate RMSE using Python?,machine-learning-zoomcamp,05fb3a16
2532,Why is RMSE an important metric for assessing the performance of a regression model?,machine-learning-zoomcamp,05fb3a16
2533,What is the correct syntax for OR in Pandas?,machine-learning-zoomcamp,225506b9
2534,How do you write logical AND in Pandas?,machine-learning-zoomcamp,225506b9
2535,Why might you get an error when using multiple conditions in Pandas?,machine-learning-zoomcamp,225506b9
2536,Who provided the information about using multiple conditions in Pandas?,machine-learning-zoomcamp,225506b9
2537,Can you explain the syntax for applying multiple conditions in Pandas?,machine-learning-zoomcamp,225506b9
2538,Where can I find a useful video for understanding the normal equation in linear regression?,machine-learning-zoomcamp,bd4a1395
2539,Is there a recommended resource for a deeper understanding of the normal equation derivation?,machine-learning-zoomcamp,bd4a1395
2540,What should I watch to learn about the normal form in linear regression?,machine-learning-zoomcamp,bd4a1395
2541,Can you suggest a video that explains the normal form derivation for regression?,machine-learning-zoomcamp,bd4a1395
2542,Do you have any video recommendations for understanding the normal equation used in regression?,machine-learning-zoomcamp,bd4a1395
2543,question1,machine-learning-zoomcamp,81b8e8d0
2544,question2,machine-learning-zoomcamp,81b8e8d0
2545,question3,machine-learning-zoomcamp,81b8e8d0
2546,question4,machine-learning-zoomcamp,81b8e8d0
2547,question5,machine-learning-zoomcamp,81b8e8d0
2548,Where can I find the instruction for applying log transformation to 'median_house_value' in the Week-2 homework?,machine-learning-zoomcamp,a7f6a33c
2549,Is the log transformation instruction present in all the questions of the Week-2 homework?,machine-learning-zoomcamp,a7f6a33c
2550,Why did my RMSE become huge for Q5 in Week-2 homework?,machine-learning-zoomcamp,a7f6a33c
2551,What should I remember to do for each question in Week-2 homework?,machine-learning-zoomcamp,a7f6a33c
2552,Who added the note about applying log transformation to the target variable in the homework?,machine-learning-zoomcamp,a7f6a33c
2553,What version of sklearn is used in Alexey's videos?,machine-learning-zoomcamp,129b4ac0
2554,Which Python version does Alexey use in the YouTube course?,machine-learning-zoomcamp,129b4ac0
2555,Can you tell me the sklearn version mentioned in the course FAQ?,machine-learning-zoomcamp,129b4ac0
2556,Which version of Python is required for the course based on the FAQ?,machine-learning-zoomcamp,129b4ac0
2557,"In the YouTube videos by Alexey, what versions of sklearn and Python are referenced?",machine-learning-zoomcamp,129b4ac0
2558,Where can I find the homework for Week 3?,machine-learning-zoomcamp,b8cca8b7
2559,How do I submit my Week 3 homework?,machine-learning-zoomcamp,b8cca8b7
2560,Where can I see all the homework assignments?,machine-learning-zoomcamp,b8cca8b7
2561,Is there an evaluation matrix available?,machine-learning-zoomcamp,b8cca8b7
2562,Where can I find the theory GitHub repository?,machine-learning-zoomcamp,b8cca8b7
2563,What does the error 'could not convert string to float: Nissan' mean?,machine-learning-zoomcamp,1091b10f
2564,How can I fix the error related to converting a string to float in my dataset?,machine-learning-zoomcamp,1091b10f
2565,What is one-hot encoding in machine learning?,machine-learning-zoomcamp,1091b10f
2566,How do I apply one-hot encoding to a column with car brands?,machine-learning-zoomcamp,1091b10f
2567,Can you provide an example of using pandas for one-hot encoding?,machine-learning-zoomcamp,1091b10f
2568,Why is mutual information score used only for categorical or discrete variables?,machine-learning-zoomcamp,0c7715a1
2569,What modification was made to the median_house_value target in the homework?,machine-learning-zoomcamp,0c7715a1
2570,Why can't mutual information score directly use continuous variables?,machine-learning-zoomcamp,0c7715a1
2571,How does changing the median_house_value to binary format affect its values?,machine-learning-zoomcamp,0c7715a1
2572,Why would allowing continuous variables for mutual information be subjective?,machine-learning-zoomcamp,0c7715a1
2573,Should we use df_train or df_train_full for the correlation matrix?,machine-learning-zoomcamp,d2043cf5
2574,Does Q2 involve converting the median_house_value to binary?,machine-learning-zoomcamp,d2043cf5
2575,Are we only dealing with df_train for Q2 about the correlation matrix?,machine-learning-zoomcamp,d2043cf5
2576,Why don't we include df_train_full for the correlation matrix task?,machine-learning-zoomcamp,d2043cf5
2577,"Which dataset includes the validation data, df_train or df_train_full?",machine-learning-zoomcamp,d2043cf5
2578,How can I color the background of a pandas.DataFrame based on numerical values it contains?,machine-learning-zoomcamp,44d22817
2579,What method allows coloring the correlation matrix in pandas?,machine-learning-zoomcamp,44d22817
2580,What color map is used in the example provided to color the correlation matrix?,machine-learning-zoomcamp,44d22817
2581,Is it necessary to have only numerical values in the dataframe before calling 'corr'?,machine-learning-zoomcamp,44d22817
2582,Can you provide an example of how to color a dataframe containing random values in pandas?,machine-learning-zoomcamp,44d22817
2583,What method can be used to identify highly correlated feature pairs?,machine-learning-zoomcamp,1f76dbeb
2584,How can I visualize correlations using seaborn?,machine-learning-zoomcamp,1f76dbeb
2585,What are the commands for creating a heatmap with seaborn?,machine-learning-zoomcamp,1f76dbeb
2586,How can I customize the seaborn heatmap to avoid redundant information?,machine-learning-zoomcamp,1f76dbeb
2587,What are some specific use cases for the heatmap function?,machine-learning-zoomcamp,1f76dbeb
2588,Can we use the test dataset for EDA in this course?,machine-learning-zoomcamp,b8071a54
2589,Is it acceptable to use only the train dataset for EDA?,machine-learning-zoomcamp,b8071a54
2590,Should we include the validation dataset while performing EDA?,machine-learning-zoomcamp,b8071a54
2591,Why shouldn't we touch the test dataset during EDA?,machine-learning-zoomcamp,b8071a54
2592,What does pretending the test dataset is future unseen data mean?,machine-learning-zoomcamp,b8071a54
2593,What is the purpose of a validation dataset in model training?,machine-learning-zoomcamp,b8da9037
2594,Why shouldn't we apply the fit method of DictVectorizer to the validation dataset?,machine-learning-zoomcamp,b8da9037
2595,How does the fit method of DictVectorizer handle categorical and numerical data?,machine-learning-zoomcamp,b8da9037
2596,"What is the correct way to use DictVectorizer on train, validation, and test sets?",machine-learning-zoomcamp,b8da9037
2597,Why is it unnecessary to initialize another DictVectorizer instance after fitting it on the train set?,machine-learning-zoomcamp,b8da9037
2598,Should the smallest accuracy difference for Q5 in homework be calculated in absolute values or real values?,machine-learning-zoomcamp,467e0cec
2599,Does a negative difference in accuracy mean the model improved after feature removal?,machine-learning-zoomcamp,467e0cec
2600,"For Q5, are we supposed to reason in absolute values or lowest values when calculating the smallest difference?",machine-learning-zoomcamp,467e0cec
2601,"When removing a feature in Q5, what does a negative accuracy difference indicate?",machine-learning-zoomcamp,467e0cec
2602,"In homework Q5, what metric should we use for the smallest accuracy difference, absolute or real values?",machine-learning-zoomcamp,467e0cec
2603,What should I do when get_feature_names is deprecated in machine learning for classification?,machine-learning-zoomcamp,b69f32f6
2604,Is get_feature_names going to be removed in a future release?,machine-learning-zoomcamp,b69f32f6
2605,How can I resolve the FutureWarning about get_feature_names in section 3?,machine-learning-zoomcamp,b69f32f6
2606,What method can replace get_feature_names in DictVectorizer?,machine-learning-zoomcamp,b69f32f6
2607,Do I need to be concerned about the FutureWarning for get_feature_names?,machine-learning-zoomcamp,b69f32f6
2608,Why does fitting logistic regression take a long time in Jupyter?,machine-learning-zoomcamp,3b3b1989
2609,What should I check if my logistic regression model crashes during prediction?,machine-learning-zoomcamp,3b3b1989
2610,What could be causing my logistic regression model to crash in Jupyter?,machine-learning-zoomcamp,3b3b1989
2611,How can I prevent logistic regression from crashing Jupyter?,machine-learning-zoomcamp,3b3b1989
2612,What is a necessary condition for the target variable in logistic regression?,machine-learning-zoomcamp,3b3b1989
2613,What is Ridge regression used for?,machine-learning-zoomcamp,eb5771a0
2614,What does the sag solver stand for in Ridge regression?,machine-learning-zoomcamp,eb5771a0
2615,Why is the sag solver suitable for large datasets?,machine-learning-zoomcamp,eb5771a0
2616,How does the alpha parameter affect Ridge regression?,machine-learning-zoomcamp,eb5771a0
2617,How do you initialize and train a Ridge regression model using scikit-learn?,machine-learning-zoomcamp,eb5771a0
2618,Do pandas.get_dummies() and DictVectorizer(sparse=False) produce the same type of one-hot encodings?,machine-learning-zoomcamp,bca10281
2619,Why is using DictVectorizer(sparse=True) recommended over pandas.get_dummies() for high cardinality features?,machine-learning-zoomcamp,bca10281
2620,What format does DictVectorizer(sparse=True) produce?,machine-learning-zoomcamp,bca10281
2621,What problems arise when using sparse format with pandas.get_dummies() for tasks like Linear/Ridge Regression?,machine-learning-zoomcamp,bca10281
2622,How does the performance and accuracy of sparse format compare to dense format for Logistic Regression?,machine-learning-zoomcamp,bca10281
2623,What causes convergence problems in W3Q6 when using Ridge with sag solver?,machine-learning-zoomcamp,34a8edb0
2624,What warning might appear if the features are not scaled properly in Ridge with sag solver?,machine-learning-zoomcamp,34a8edb0
2625,What file should I consult to play with different scalers for W3Q6 convergence issues?,machine-learning-zoomcamp,34a8edb0
2626,Which scalers should be used for numeric and categorical fields to avoid convergence issues?,machine-learning-zoomcamp,34a8edb0
2627,What initial step should be taken before using an encoder for separating numeric and categorical features?,machine-learning-zoomcamp,34a8edb0
2628,What is the recommended method to prevent convergence issues in Ridge regression during Week 3?,machine-learning-zoomcamp,f625307b
2629,How should I handle numerical features when training a Ridge regression model?,machine-learning-zoomcamp,f625307b
2630,What technique is suggested for encoding categorical features for Ridge regression?,machine-learning-zoomcamp,f625307b
2631,How can I combine numerical and categorical features before training the Ridge regression model?,machine-learning-zoomcamp,f625307b
2632,Why is using OneHotEncoder appropriate for categorical features in Ridge regression?,machine-learning-zoomcamp,f625307b
2633,What are the benefits of using a sparse matrix instead of a dense matrix?,machine-learning-zoomcamp,7fa98526
2634,Why is a sparse matrix memory-efficient?,machine-learning-zoomcamp,7fa98526
2635,What is the default configuration of DictVectorizer?,machine-learning-zoomcamp,7fa98526
2636,Why was using a sparse matrix beneficial for week3 Q6?,machine-learning-zoomcamp,7fa98526
2637,What issue was avoided by using a sparse matrix for training in week3 Q6?,machine-learning-zoomcamp,7fa98526
